account_name,eosdac,pkrdac
ghdrkdmf4321,2550935.6423 EOSDAC,5128.0487 PKRDAC
gi2danjvgyge,565.4208 EOSDAC,1.1366 PKRDAC
gi2dcnjzgene,5970.7922 EOSDAC,12.0029 PKRDAC
gi2dinzzgqge,696.1286 EOSDAC,1.3994 PKRDAC
gi2dkmbwguge,19312.6322 EOSDAC,38.8234 PKRDAC
gi2dknjrgege,945.4103 EOSDAC,1.9005 PKRDAC
gi2dknjuhage,4752.6668 EOSDAC,9.5541 PKRDAC
gi2dqmbsguge,1000.8617 EOSDAC,2.0120 PKRDAC
gi2dqnbqg4ge,17841.3942 EOSDAC,35.8659 PKRDAC
gi2dqnjzhage,62.3811 EOSDAC,0.1254 PKRDAC
gi2tamzzgege,21457.8481 EOSDAC,43.1359 PKRDAC
gi2tanbrgyge,61352.4893 EOSDAC,123.3346 PKRDAC
gi2tkmbvgege,700.0000 EOSDAC,1.4072 PKRDAC
gi2tkmjzhage,572.8614 EOSDAC,1.1516 PKRDAC
gi2tknrwgene,644.4973 EOSDAC,1.2956 PKRDAC
gi2tomjyguge,391.7896 EOSDAC,0.7876 PKRDAC
gi2tonjvgage,2894.5764 EOSDAC,5.8189 PKRDAC
gi2tqnjygmge,15371.0298 EOSDAC,30.8998 PKRDAC
gi3danrsgmge,7351.0000 EOSDAC,14.7774 PKRDAC
gi3denjygige,1898.8980 EOSDAC,3.8173 PKRDAC
gi3dkmrsguge,123675.9842 EOSDAC,248.6211 PKRDAC
gi3domzygene,110.0939 EOSDAC,0.2213 PKRDAC
gi3donzuhage,75.0000 EOSDAC,0.1508 PKRDAC
gi3dsmjygene,325.5923 EOSDAC,0.6545 PKRDAC
gi3tamygenes,109931.8436 EOSDAC,220.9918 PKRDAC
gi3tamzzgige,34603.7124 EOSDAC,69.5625 PKRDAC
gi3taojwgyge,2282.3727 EOSDAC,4.5882 PKRDAC
gi3tcnjwgige,2099.0038 EOSDAC,4.2195 PKRDAC
gi3tgojyhege,546.9341 EOSDAC,1.0995 PKRDAC
gi3tmmzqhege,383.9767 EOSDAC,0.7719 PKRDAC
gi3tmojxgege,100.5000 EOSDAC,0.2020 PKRDAC
gi3tomrwgmge,498.8977 EOSDAC,1.0029 PKRDAC
gi3tsnjqhage,217.9122 EOSDAC,0.4381 PKRDAC
gi4dcmzqgene,26.8703 EOSDAC,0.0540 PKRDAC
gi4dcmzygage,12678.3950 EOSDAC,25.4869 PKRDAC
gi4demjzg4ge,3428.8597 EOSDAC,6.8929 PKRDAC
gi4dgnigenes,21742.2869 EOSDAC,43.7077 PKRDAC
gi4dknjwgqge,708.7070 EOSDAC,1.4247 PKRDAC
gi4dknzzgyge,13765.4804 EOSDAC,27.6722 PKRDAC
gi4dmmbxgige,145.2319 EOSDAC,0.2920 PKRDAC
gi4dmmjqhege,640.2069 EOSDAC,1.2870 PKRDAC
gi4doobugene,6024.0034 EOSDAC,12.1098 PKRDAC
gi4dqmzshage,1000.3996 EOSDAC,2.0111 PKRDAC
gi4dsnzxgige,840.5367 EOSDAC,1.6897 PKRDAC
gi4tambwgege,178.3561 EOSDAC,0.3585 PKRDAC
gi4tanbrgige,10836.7239 EOSDAC,21.7847 PKRDAC
gi4tanjugmge,8626.2840 EOSDAC,17.3411 PKRDAC
gi4tcnjzguge,105.3387 EOSDAC,0.2118 PKRDAC
gi4tenjsguge,5004.6327 EOSDAC,10.0606 PKRDAC
gi4tgnbsgege,12779.3706 EOSDAC,25.6899 PKRDAC
gi4tgobrgige,8790.3517 EOSDAC,17.6709 PKRDAC
gi4tmnagenes,15417.6809 EOSDAC,30.9936 PKRDAC
gi4tqmrqgage,1.4355 EOSDAC,0.0029 PKRDAC
gi4tqobwgqge,101.0025 EOSDAC,0.2030 PKRDAC
gi4tsmztgene,100.2699 EOSDAC,0.2016 PKRDAC
gi4tsobug4ge,169.0540 EOSDAC,0.3398 PKRDAC
giftcardseos,4.9749 EOSDAC,0.0100 PKRDAC
girgingirgin,2.3820 EOSDAC,0.0048 PKRDAC
giveyoumoney,40960.4202 EOSDAC,82.3412 PKRDAC
giydamrzhege,34525.4372 EOSDAC,69.4052 PKRDAC
giydanqgenes,8200.9607 EOSDAC,16.4861 PKRDAC
giydcnbvgmge,506.9686 EOSDAC,1.0191 PKRDAC
giydcojrgage,516.6716 EOSDAC,1.0386 PKRDAC
giydinjwgyge,1883.2671 EOSDAC,3.7859 PKRDAC
giydknzvgene,79.3250 EOSDAC,0.1595 PKRDAC
giydmmrxgyge,1027.5293 EOSDAC,2.0656 PKRDAC
giydoojuhege,25260.7558 EOSDAC,50.7807 PKRDAC
giydqnrxgmge,46201.6182 EOSDAC,92.8774 PKRDAC
giydsnzug4ge,1142.4964 EOSDAC,2.2967 PKRDAC
giytaobuhege,9269.4702 EOSDAC,18.6341 PKRDAC
giytimbug4ge,16995.4335 EOSDAC,34.1653 PKRDAC
giytiojwgmge,101.0000 EOSDAC,0.2030 PKRDAC
giytmnjrguge,37859.3681 EOSDAC,76.1072 PKRDAC
giytqobzgige,9990.0000 EOSDAC,20.0825 PKRDAC
gizdambsgyge,102393.3486 EOSDAC,205.8374 PKRDAC
gizdanrrgmge,7000.3540 EOSDAC,14.0725 PKRDAC
gizdaobtgige,5292.8665 EOSDAC,10.6400 PKRDAC
gizdaobxgqge,1124.8975 EOSDAC,2.2613 PKRDAC
gizdcmjrgage,220577.6162 EOSDAC,443.4188 PKRDAC
gizdcoigenes,101.4969 EOSDAC,0.2040 PKRDAC
gizdimjrgage,2165.0433 EOSDAC,4.3523 PKRDAC
gizdknqgenes,3444.3263 EOSDAC,6.9240 PKRDAC
gizdknrwgene,6515.4903 EOSDAC,13.0978 PKRDAC
gizdmobqgege,144483.9962 EOSDAC,290.4507 PKRDAC
gizdomryhege,264.3710 EOSDAC,0.5315 PKRDAC
gizdonbzgqge,123437.8712 EOSDAC,248.1424 PKRDAC
gizdqnzqgmge,123016.6199 EOSDAC,247.2956 PKRDAC
gizdqnzrgige,200.0000 EOSDAC,0.4021 PKRDAC
gizdsojugige,1374.5518 EOSDAC,2.7632 PKRDAC
giztinbshage,1564.4572 EOSDAC,3.1450 PKRDAC
giztinrshege,1028.0572 EOSDAC,2.0667 PKRDAC
giztknbthege,1155.3752 EOSDAC,2.3226 PKRDAC
giztmnbsgige,2000.4196 EOSDAC,4.0214 PKRDAC
giztmobxg4ge,120364.2413 EOSDAC,241.9636 PKRDAC
giztqmbsg4ge,7415.1312 EOSDAC,14.9064 PKRDAC
gm2danzzgmge,20294.7170 EOSDAC,40.7977 PKRDAC
gm2dcnbzgyge,135.8894 EOSDAC,0.2732 PKRDAC
gm2dembrgqge,1400.5805 EOSDAC,2.8155 PKRDAC
gm2dembvhage,1172.6604 EOSDAC,2.3574 PKRDAC
gm2dembwgmge,393.0238 EOSDAC,0.7901 PKRDAC
gm2dinjsguge,10496.4851 EOSDAC,21.1007 PKRDAC
gm2dinjxgige,1177.2631 EOSDAC,2.3666 PKRDAC
gm2dkmzvgage,1047.7888 EOSDAC,2.1063 PKRDAC
gm2dknryhege,404.3133 EOSDAC,0.8128 PKRDAC
gm2dombxguge,3384.9442 EOSDAC,6.8046 PKRDAC
gm2donzxgege,16.5744 EOSDAC,0.0333 PKRDAC
gm2dsnrxhage,690.5830 EOSDAC,1.3883 PKRDAC
gm2dsojshage,1137.6715 EOSDAC,2.2870 PKRDAC
gm2tcnbzgage,5703.8459 EOSDAC,11.4662 PKRDAC
gm2tgmbzgyge,230.9000 EOSDAC,0.4642 PKRDAC
gm2tinzugene,450.5328 EOSDAC,0.9057 PKRDAC
gm2tknrvgyge,1318.9320 EOSDAC,2.6514 PKRDAC
gm2tknzqgage,41810.4092 EOSDAC,84.0499 PKRDAC
gm2toobtg4ge,10.1783 EOSDAC,0.0205 PKRDAC
gm2tsmzzgege,79.4793 EOSDAC,0.1598 PKRDAC
gm2tsnjugyge,33955.8998 EOSDAC,68.2603 PKRDAC
gm3dcmzzgige,94006.2035 EOSDAC,188.9771 PKRDAC
gm3dgoigenes,2616.1828 EOSDAC,5.2592 PKRDAC
gm3dinrwhege,639.3901 EOSDAC,1.2853 PKRDAC
gm3diobvgyge,25000.6364 EOSDAC,50.2578 PKRDAC
gm3dknbxgyge,31871.6255 EOSDAC,64.0703 PKRDAC
gm3dknzyg4ge,15783.3147 EOSDAC,31.7286 PKRDAC
gm3dombrgage,1107.6510 EOSDAC,2.2267 PKRDAC
gm3domjxhage,5082.4656 EOSDAC,10.2171 PKRDAC
gm3donjtgage,220.1403 EOSDAC,0.4425 PKRDAC
gm3donzvguge,461.6664 EOSDAC,0.9281 PKRDAC
gm3donzwguge,27.2233 EOSDAC,0.0547 PKRDAC
gm3tcmjwgmge,211.0880 EOSDAC,0.4243 PKRDAC
gm3tgnzuhage,346.7194 EOSDAC,0.6970 PKRDAC
gm3tinjxgene,10876.4762 EOSDAC,21.8646 PKRDAC
gm3tknzwgige,704.7622 EOSDAC,1.4168 PKRDAC
gm3tmmjsgene,1429.1626 EOSDAC,2.8730 PKRDAC
gm4damzygqge,1237.3944 EOSDAC,2.4875 PKRDAC
gm4danzxg4ge,3241.4199 EOSDAC,6.5161 PKRDAC
gm4daojrgege,2281.2371 EOSDAC,4.5859 PKRDAC
gm4dmobqgyge,40000.7257 EOSDAC,80.4119 PKRDAC
gm4donrsgmge,81169.9596 EOSDAC,163.1729 PKRDAC
gm4donzzgige,2160.6003 EOSDAC,4.3434 PKRDAC
gm4doojtguge,742.6463 EOSDAC,1.4929 PKRDAC
gm4dqmzqhege,135.3958 EOSDAC,0.2722 PKRDAC
gm4dsnrshage,636.8631 EOSDAC,1.2803 PKRDAC
gm4tcnzugqge,353.9640 EOSDAC,0.7116 PKRDAC
gm4tenygenes,3293.5878 EOSDAC,6.6210 PKRDAC
gm4tgmzxgmge,3000.0000 EOSDAC,6.0308 PKRDAC
gm4tknbuguge,3505.5655 EOSDAC,7.0471 PKRDAC
gm4tknjugage,103.5309 EOSDAC,0.2081 PKRDAC
gm4tkojrgene,761.9480 EOSDAC,1.5317 PKRDAC
gmydemjvgyge,194.8734 EOSDAC,0.3917 PKRDAC
gmydknbwhege,1594.8589 EOSDAC,3.2061 PKRDAC
gmydmmrsgyge,154.8400 EOSDAC,0.3113 PKRDAC
gmydombrgege,4956.3254 EOSDAC,9.9635 PKRDAC
gmytcnjrgage,1152.7105 EOSDAC,2.3172 PKRDAC
gmytemrwg4ge,4507.3052 EOSDAC,9.0609 PKRDAC
gmyteobugene,254.1472 EOSDAC,0.5109 PKRDAC
gmytgnrxg4ge,2338.4076 EOSDAC,4.7008 PKRDAC
gmytimbrg4ge,28176.7121 EOSDAC,56.6426 PKRDAC
gmytimbxg4ge,82746.5806 EOSDAC,166.3423 PKRDAC
gmytimzqgege,693.4081 EOSDAC,1.3939 PKRDAC
gmytknryhege,7196.5710 EOSDAC,14.4670 PKRDAC
gmytmmzzhege,2411.6573 EOSDAC,4.8481 PKRDAC
gmytqobsgege,1399.6874 EOSDAC,2.8137 PKRDAC
gmytsmzwgmge,769.7278 EOSDAC,1.5474 PKRDAC
gmzdamrugyge,107.9889 EOSDAC,0.2171 PKRDAC
gmzdaojzgage,313.0000 EOSDAC,0.6292 PKRDAC
gmzdenbyhage,100.0000 EOSDAC,0.2010 PKRDAC
gmzdenjqgage,280.7059 EOSDAC,0.5643 PKRDAC
gmzdgnrvguge,4367.8464 EOSDAC,8.7805 PKRDAC
gmzdgobwgmge,3271.2864 EOSDAC,6.5761 PKRDAC
gmzdmmjwgige,6292.2112 EOSDAC,12.6490 PKRDAC
gmzdmnbygene,100.1736 EOSDAC,0.2014 PKRDAC
gmzdqmbwgene,62.8492 EOSDAC,0.1263 PKRDAC
gmztanjrhage,22.5000 EOSDAC,0.0452 PKRDAC
gmztcnzshege,2619.1109 EOSDAC,5.2651 PKRDAC
gmztgobvgege,43.6961 EOSDAC,0.0878 PKRDAC
gmztknjrgege,396.4994 EOSDAC,0.7971 PKRDAC
gmztknjrgqge,1790.0396 EOSDAC,3.5984 PKRDAC
gmztkojxg4ge,1944.0617 EOSDAC,3.9081 PKRDAC
gmztsmjygege,10000.0000 EOSDAC,20.1026 PKRDAC
goldcoasteos,1.0000 EOSDAC,0.0020 PKRDAC
goodportugal,160.0419 EOSDAC,0.3217 PKRDAC
googlegoogol,31882.9856 EOSDAC,64.0932 PKRDAC
googleseteos,1440.1893 EOSDAC,2.8952 PKRDAC
gordbuckley1,300.8251 EOSDAC,0.6047 PKRDAC
gosungeos123,1111.9938 EOSDAC,2.2354 PKRDAC
gototheocean,227.6357 EOSDAC,0.4576 PKRDAC
gq2demzxgyge,5000.0000 EOSDAC,10.0513 PKRDAC
gq2denzrgage,1809.2060 EOSDAC,3.6370 PKRDAC
gq2deobugene,122.8254 EOSDAC,0.2469 PKRDAC
gq2dgmbwhage,229.0219 EOSDAC,0.4604 PKRDAC
gq2domzzgage,6911.0991 EOSDAC,13.8931 PKRDAC
gq2donzqgyge,139.7158 EOSDAC,0.2809 PKRDAC
gq2doobugige,19603.5907 EOSDAC,39.4084 PKRDAC
gq2dqobvgage,300.3000 EOSDAC,0.6037 PKRDAC
gq2dqojugmge,1005.2445 EOSDAC,2.0208 PKRDAC
gq2tamzthage,1526.1748 EOSDAC,3.0680 PKRDAC
gq2tcnzsguge,3988.2999 EOSDAC,8.0175 PKRDAC
gq2tinbxhage,183.8996 EOSDAC,0.3697 PKRDAC
gq2tkmbxgqge,21.9952 EOSDAC,0.0442 PKRDAC
gq2tmmzuguge,8071.4173 EOSDAC,16.2257 PKRDAC
gq2tomjwgige,158317.2267 EOSDAC,318.2591 PKRDAC
gq2tsnbxg4ge,3001.0000 EOSDAC,6.0328 PKRDAC
gq2tsnbygmge,13799.5186 EOSDAC,27.7406 PKRDAC
gq3daobrhege,21095.5763 EOSDAC,42.4076 PKRDAC
gq3dcmzqgmge,872.2302 EOSDAC,1.7534 PKRDAC
gq3dinzygige,46607.2171 EOSDAC,93.6927 PKRDAC
gq3dkobsgyge,28460.5895 EOSDAC,57.2132 PKRDAC
gq3dqnjqgmge,19196.3605 EOSDAC,38.5897 PKRDAC
gq3tanryhege,126.8474 EOSDAC,0.2550 PKRDAC
gq3tenrthege,154.2080 EOSDAC,0.3100 PKRDAC
gq3timzsgyge,144.0000 EOSDAC,0.2895 PKRDAC
gq3tknigenes,1463.0000 EOSDAC,2.9410 PKRDAC
gq3tkobuguge,36.5541 EOSDAC,0.0735 PKRDAC
gq3toojxhage,480.4047 EOSDAC,0.9657 PKRDAC
gq3tqnjxg4ge,3704.6285 EOSDAC,7.4473 PKRDAC
gq3tqnjzgage,5000.0000 EOSDAC,10.0513 PKRDAC
gq3tsnjtguge,48684.0806 EOSDAC,97.8678 PKRDAC
gq4dimjrhage,1892.4341 EOSDAC,3.8043 PKRDAC
gq4dinjugqge,20441.9568 EOSDAC,41.0937 PKRDAC
gq4dmmjugmge,2156.6927 EOSDAC,4.3355 PKRDAC
gq4dmnjrhege,2.7716 EOSDAC,0.0056 PKRDAC
gq4dmnjzgige,109.1713 EOSDAC,0.2195 PKRDAC
gq4dmnrtgige,505.1458 EOSDAC,1.0155 PKRDAC
gq4domrvhage,11.7246 EOSDAC,0.0236 PKRDAC
gq4donjzgege,55058.8510 EOSDAC,110.6827 PKRDAC
gq4dqmrygmge,101.6134 EOSDAC,0.2043 PKRDAC
gq4dqobrgige,1759.7000 EOSDAC,3.5375 PKRDAC
gq4tcnjygyge,1413.1333 EOSDAC,2.8408 PKRDAC
gq4tenrtgage,199.9956 EOSDAC,0.4020 PKRDAC
gq4timjqgige,880.5625 EOSDAC,1.7702 PKRDAC
gq4tiojrgmge,239.8642 EOSDAC,0.4822 PKRDAC
gq4tkmbrgige,3004.8095 EOSDAC,6.0405 PKRDAC
gq4tmmbtgqge,2254.0842 EOSDAC,4.5313 PKRDAC
gq4tmnbyg4ge,2793.0722 EOSDAC,5.6148 PKRDAC
gq4tmnzzguge,8491.5570 EOSDAC,17.0703 PKRDAC
gq4tqmrshege,15376.9288 EOSDAC,30.9117 PKRDAC
gq4tsnagenes,851.7457 EOSDAC,1.7122 PKRDAC
gqydeobrgyge,500.0002 EOSDAC,1.0051 PKRDAC
gqydgobqgqge,2223.0232 EOSDAC,4.4689 PKRDAC
gqydqnbuhage,10268.4529 EOSDAC,20.6423 PKRDAC
gqydsmbvgyge,61037.2835 EOSDAC,122.7009 PKRDAC
gqydsnjyguge,1531.2709 EOSDAC,3.0783 PKRDAC
gqytamrrg4ge,5500.0004 EOSDAC,11.0564 PKRDAC
gqytanrvgage,5105.8237 EOSDAC,10.2640 PKRDAC
gqytaobrgene,10014.0980 EOSDAC,20.1310 PKRDAC
gqyteoagenes,1206.8678 EOSDAC,2.4261 PKRDAC
gqyteobsgqge,9077.9379 EOSDAC,18.2490 PKRDAC
gqytimzwgige,85998.1882 EOSDAC,172.8789 PKRDAC
gqytqmbsgige,35130.8499 EOSDAC,70.6222 PKRDAC
gqytqmbxgyge,1010340.0125 EOSDAC,2031.0480 PKRDAC
gqzdknbugege,100.9226 EOSDAC,0.2029 PKRDAC
gqzdonrsgige,24.4616 EOSDAC,0.0492 PKRDAC
gqzdsmzrgmge,827.0515 EOSDAC,1.6626 PKRDAC
gqzdsnzqgige,1146.3000 EOSDAC,2.3044 PKRDAC
gqztcmrugege,127407.2844 EOSDAC,256.1220 PKRDAC
gqztimbwgige,1012.4363 EOSDAC,2.0353 PKRDAC
gqztinrzgege,17711.7088 EOSDAC,35.6052 PKRDAC
gqztkojzgmge,1002.0000 EOSDAC,2.0143 PKRDAC
gqztoojsgmge,7341.4711 EOSDAC,14.7583 PKRDAC
gqztsnzygege,2386.0378 EOSDAC,4.7966 PKRDAC
grahappaaaaa,102080.6204 EOSDAC,205.2088 PKRDAC
greateospay1,18.6131 EOSDAC,0.0374 PKRDAC
greentreesom,1.0000 EOSDAC,0.0020 PKRDAC
gu2damrugige,10451.1641 EOSDAC,21.0096 PKRDAC
gu2damrygige,1020.6393 EOSDAC,2.0518 PKRDAC
gu2damzugmge,914.5239 EOSDAC,1.8384 PKRDAC
gu2dcojygage,3002.5008 EOSDAC,6.0358 PKRDAC
gu2denbzgyge,115.5845 EOSDAC,0.2324 PKRDAC
gu2denjsgqge,277.4960 EOSDAC,0.5578 PKRDAC
gu2denzqgqge,16214.1726 EOSDAC,32.5947 PKRDAC
gu2deojsgmge,552.4567 EOSDAC,1.1106 PKRDAC
gu2dgmbzgige,51.0299 EOSDAC,0.1026 PKRDAC
gu2dimbtguge,227.0000 EOSDAC,0.4563 PKRDAC
gu2dimbthege,7208.4698 EOSDAC,14.4909 PKRDAC
gu2dimjqgsoe,55357.2333 EOSDAC,111.2825 PKRDAC
gu2dimjygmge,175.3896 EOSDAC,0.3526 PKRDAC
gu2dimrqg4ge,2463.3640 EOSDAC,4.9520 PKRDAC
gu2dimrxhage,987.6693 EOSDAC,1.9855 PKRDAC
gu2dimrzgqge,1086.1194 EOSDAC,2.1834 PKRDAC
gu2dinjygmge,368.3745 EOSDAC,0.7405 PKRDAC
gu2diojxg4ge,26611.6573 EOSDAC,53.4964 PKRDAC
gu2dkmjvgige,50266.9095 EOSDAC,101.0497 PKRDAC
gu2dknbqgage,16373.3812 EOSDAC,32.9148 PKRDAC
gu2dknbqguge,319911.4219 EOSDAC,643.1057 PKRDAC
gu2dkobvgqge,1083.7958 EOSDAC,2.1787 PKRDAC
gu2dkojtgyge,9206.7367 EOSDAC,18.5080 PKRDAC
gu2dmmjtgege,1623.0507 EOSDAC,3.2628 PKRDAC
gu2dmmzwgege,56.0966 EOSDAC,0.1128 PKRDAC
gu2dmnbwhege,47.8817 EOSDAC,0.0963 PKRDAC
gu2dmnjqhege,93.3417 EOSDAC,0.1876 PKRDAC
gu2dmnrrgege,1001.3880 EOSDAC,2.0131 PKRDAC
gu2dmnrzgqge,5604595.6904 EOSDAC,11266.7050 PKRDAC
gu2dmnzzguge,1287.9447 EOSDAC,2.5891 PKRDAC
gu2domjsguge,6027.6416 EOSDAC,12.1171 PKRDAC
gu2donbtgyge,404.7277 EOSDAC,0.8136 PKRDAC
gu2doojvgyge,2344.9300 EOSDAC,4.7139 PKRDAC
gu2dqmbygege,1259.9774 EOSDAC,2.5329 PKRDAC
gu2dqmbzguge,1963.2754 EOSDAC,3.9467 PKRDAC
gu2dqmjyhage,2106.2887 EOSDAC,4.2342 PKRDAC
gu2dqmrrgqge,583.7962 EOSDAC,1.1736 PKRDAC
gu2dqnrxgage,734.5766 EOSDAC,1.4767 PKRDAC
gu2dsmjzg4ge,999.0009 EOSDAC,2.0083 PKRDAC
gu2dsnbtg4ge,879.7213 EOSDAC,1.7685 PKRDAC
gu2dsnjwgage,298959.9305 EOSDAC,600.9878 PKRDAC
gu2tanbsgage,24.7340 EOSDAC,0.0497 PKRDAC
gu2tanbvhege,105.0297 EOSDAC,0.2111 PKRDAC
gu2tanrygage,1871.1678 EOSDAC,3.7615 PKRDAC
gu2tcmryhage,2482.0354 EOSDAC,4.9895 PKRDAC
gu2tcmygenes,306.7945 EOSDAC,0.6167 PKRDAC
gu2tcmzygqge,73.8850 EOSDAC,0.1485 PKRDAC
gu2tcnbtgage,549.3484 EOSDAC,1.1043 PKRDAC
gu2tcnjygqge,65447.3702 EOSDAC,131.5664 PKRDAC
gu2tcnrvgege,374.9847 EOSDAC,0.7538 PKRDAC
gu2tembwgqge,450.9585 EOSDAC,0.9065 PKRDAC
gu2temrxgyge,651.5806 EOSDAC,1.3098 PKRDAC
gu2temzugqge,343.0808 EOSDAC,0.6897 PKRDAC
gu2tgmztgmge,1501.0000 EOSDAC,3.0174 PKRDAC
gu2tgmzvgqge,61.4178 EOSDAC,0.1235 PKRDAC
gu2tgnbvgage,2606.9399 EOSDAC,5.2406 PKRDAC
gu2tgnztg4ge,2210.5013 EOSDAC,4.4437 PKRDAC
gu2tgnzugage,1000.0081 EOSDAC,2.0103 PKRDAC
gu2tgobvgyge,116535.3507 EOSDAC,234.2666 PKRDAC
gu2tgobxgmge,471.5886 EOSDAC,0.9480 PKRDAC
gu2timbwhege,2157.4414 EOSDAC,4.3370 PKRDAC
gu2tinbzhege,55.6809 EOSDAC,0.1119 PKRDAC
gu2tinrqguge,30.8739 EOSDAC,0.0621 PKRDAC
gu2tinzthage,400.5000 EOSDAC,0.8051 PKRDAC
gu2tknbwg4ge,1000.0000 EOSDAC,2.0103 PKRDAC
gu2tknrwhege,107.9839 EOSDAC,0.2171 PKRDAC
gu2tkojxgege,11892.4431 EOSDAC,23.9069 PKRDAC
gu2tmmjwgmge,225000.0000 EOSDAC,452.3089 PKRDAC
gu2tmmzxgage,1336.3708 EOSDAC,2.6865 PKRDAC
gu2tomjsgqge,142.6833 EOSDAC,0.2868 PKRDAC
gu2tomzwgege,530.5547 EOSDAC,1.0666 PKRDAC
gu2tonjugqge,501.2390 EOSDAC,1.0076 PKRDAC
gu2tonztgqge,5453.4515 EOSDAC,10.9629 PKRDAC
gu2tonzzhage,787.9012 EOSDAC,1.5839 PKRDAC
gu2tqmzrgage,25360.2686 EOSDAC,50.9808 PKRDAC
gu2tqnrugyge,311.3689 EOSDAC,0.6259 PKRDAC
gu2tqojthege,43485.0334 EOSDAC,87.4163 PKRDAC
gu2tqojzgage,8264.9849 EOSDAC,16.6148 PKRDAC
gu2tsmzugage,5094.9000 EOSDAC,10.2421 PKRDAC
gu2tsnzsgige,2006.0441 EOSDAC,4.0327 PKRDAC
gu3danzvg4ge,10877.3386 EOSDAC,21.8663 PKRDAC
gu3dcmbsg4ge,8.5160 EOSDAC,0.0171 PKRDAC
gu3dcnrugyge,374.0727 EOSDAC,0.7520 PKRDAC
gu3dcnrzgqge,5148.2733 EOSDAC,10.3494 PKRDAC
gu3dembtgage,8705.4022 EOSDAC,17.5001 PKRDAC
gu3demjzgqge,40.0866 EOSDAC,0.0806 PKRDAC
gu3denqgenes,33.6612 EOSDAC,0.0677 PKRDAC
gu3deojzhage,1535.6981 EOSDAC,3.0872 PKRDAC
gu3dgmzyhege,703.2603 EOSDAC,1.4137 PKRDAC
gu3dgnrsgige,745.0000 EOSDAC,1.4976 PKRDAC
gu3dgnzrgyge,15645.4555 EOSDAC,31.4515 PKRDAC
gu3dgnzrhage,601.6900 EOSDAC,1.2096 PKRDAC
gu3dimbygyge,1783.2049 EOSDAC,3.5847 PKRDAC
gu3dimrthage,83568.5503 EOSDAC,167.9947 PKRDAC
gu3dinbxg4ge,2.0000 EOSDAC,0.0040 PKRDAC
gu3dinrqgmge,1470.0825 EOSDAC,2.9553 PKRDAC
gu3dinrzgqge,60.4578 EOSDAC,0.1215 PKRDAC
gu3dkmbsgege,404.0817 EOSDAC,0.8123 PKRDAC
gu3dkmbygige,400.7900 EOSDAC,0.8057 PKRDAC
gu3dkmzvgqge,3.0000 EOSDAC,0.0060 PKRDAC
gu3dknbxhage,2011.0000 EOSDAC,4.0426 PKRDAC
gu3dknrygmge,5444.9359 EOSDAC,10.9457 PKRDAC
gu3dknztguge,179.0000 EOSDAC,0.3598 PKRDAC
gu3dkobzgege,1521.7743 EOSDAC,3.0592 PKRDAC
gu3dmmbuhege,2859.1188 EOSDAC,5.7476 PKRDAC
gu3dmmrugqge,1310.0616 EOSDAC,2.6336 PKRDAC
gu3dmmrygqge,3.1833 EOSDAC,0.0064 PKRDAC
gu3dmnbshage,325.5923 EOSDAC,0.6545 PKRDAC
gu3dmnjzg4ge,1000.9980 EOSDAC,2.0123 PKRDAC
gu3dmnrrgage,14176.7539 EOSDAC,28.4990 PKRDAC
gu3dmnrzhage,39.2960 EOSDAC,0.0790 PKRDAC
gu3domrrguge,139.6517 EOSDAC,0.2807 PKRDAC
gu3domruguge,4183.5644 EOSDAC,8.4101 PKRDAC
gu3donjxgage,1843.1248 EOSDAC,3.7052 PKRDAC
gu3donrsgage,349.0171 EOSDAC,0.7016 PKRDAC
gu3donzrg4ge,457.7575 EOSDAC,0.9202 PKRDAC
gu3donzzgqge,1503.2365 EOSDAC,3.0219 PKRDAC
gu3doobzg4ge,6935.9478 EOSDAC,13.9431 PKRDAC
gu3doojqgmge,1433.5848 EOSDAC,2.8819 PKRDAC
gu3dqmjugmge,633.9741 EOSDAC,1.2745 PKRDAC
gu3dqmzqgige,705.3498 EOSDAC,1.4179 PKRDAC
gu3dqmzxgqge,2585.0612 EOSDAC,5.1966 PKRDAC
gu3dqmzzhage,19122.9007 EOSDAC,38.4420 PKRDAC
gu3dqnjrgyge,755.6370 EOSDAC,1.5190 PKRDAC
gu3dqnjzgege,3.9828 EOSDAC,0.0080 PKRDAC
gu3dqnrrgige,2505.7881 EOSDAC,5.0373 PKRDAC
gu3dqnzsgige,102.2273 EOSDAC,0.2055 PKRDAC
gu3dqojrgage,2403.0690 EOSDAC,4.8308 PKRDAC
gu3dqojtgege,2789.2846 EOSDAC,5.6072 PKRDAC
gu3dsmjqgqge,3198.7895 EOSDAC,6.4304 PKRDAC
gu3dsmjxgige,50.8065 EOSDAC,0.1021 PKRDAC
gu3dsmrqgege,8834.3540 EOSDAC,17.7594 PKRDAC
gu3dsmryhage,20845.0755 EOSDAC,41.9041 PKRDAC
gu3dsmzqgege,152.4400 EOSDAC,0.3064 PKRDAC
gu3dsnbtg4ge,2491.4651 EOSDAC,5.0085 PKRDAC
gu3dsnbwgige,217215.4226 EOSDAC,436.6599 PKRDAC
gu3dsnrzgqge,20000.6222 EOSDAC,40.2065 PKRDAC
gu3dsnzrgqge,10000.0000 EOSDAC,20.1026 PKRDAC
gu3dsnzsgige,249.6935 EOSDAC,0.5019 PKRDAC
gu3tamrugege,541.5150 EOSDAC,1.0886 PKRDAC
